code,type,texte_retenu,texte_alternatif_ans,libelles_identiques_apres_normalisation,difference_significative
A41,exclusion,septicémie (à) (au cours de) tularémique,"au cours de l'accouchement [O75.3]
bactériémie SAI [A49.9]
consécutif à :
 - avortement, grossesse extra-utérine ou molaire [O03-O07]  [O08.0] 
 - injection thérapeutique, perfusion ou transfusion [T80.2] 
 - vaccination [T88.0] 
mélioïdose septicémique [A24.1] 
peste septicémique [A20.7] 
- sepsis (à) (au cours de) :
 - actinomycosique [A42.7] 
 - après un acte à visée diagnostique et thérapeutique [T81.4] 
 - Candida [B37.7] 
 - charbonneux [A22.7] 
 - Erysipelothrix [A26.7] 
 - gonocoques [A54.8] 
 - listérien [A32.7] 
 - méningocoques [A39.2-A39.4] 
 - du nouveau-né [P36.-] 
 - puerpérale [O85] 
 - streptocoques [A40.-] 
 - syndrome du choc toxique [A48.3] 
 - tularémique [A21.7] 
 - virus de l'herpès [B00.7] 
yersiniose extra-intestinale [A28.2] 
",false,true
A41,exclusion,septicémie (à) (au cours de) virus de l'herpès,"au cours de l'accouchement [O75.3]
bactériémie SAI [A49.9]
consécutif à :
 - avortement, grossesse extra-utérine ou molaire [O03-O07]  [O08.0] 
 - injection thérapeutique, perfusion ou transfusion [T80.2] 
 - vaccination [T88.0] 
mélioïdose septicémique [A24.1] 
peste septicémique [A20.7] 
- sepsis (à) (au cours de) :
 - actinomycosique [A42.7] 
 - après un acte à visée diagnostique et thérapeutique [T81.4] 
 - Candida [B37.7] 
 - charbonneux [A22.7] 
 - Erysipelothrix [A26.7] 
 - gonocoques [A54.8] 
 - listérien [A32.7] 
 - méningocoques [A39.2-A39.4] 
 - du nouveau-né [P36.-] 
 - puerpérale [O85] 
 - streptocoques [A40.-] 
 - syndrome du choc toxique [A48.3] 
 - tularémique [A21.7] 
 - virus de l'herpès [B00.7] 
yersiniose extra-intestinale [A28.2] 
",false,true
A41,exclusion,yersiniose extra-intestinale,"au cours de l'accouchement [O75.3]
bactériémie SAI [A49.9]
consécutif à :
 - avortement, grossesse extra-utérine ou molaire [O03-O07]  [O08.0] 
 - injection thérapeutique, perfusion ou transfusion [T80.2] 
 - vaccination [T88.0] 
mélioïdose septicémique [A24.1] 
peste septicémique [A20.7] 
- sepsis (à) (au cours de) :
 - actinomycosique [A42.7] 
 - après un acte à visée diagnostique et thérapeutique [T81.4] 
 - Candida [B37.7] 
 - charbonneux [A22.7] 
 - Erysipelothrix [A26.7] 
 - gonocoques [A54.8] 
 - listérien [A32.7] 
 - méningocoques [A39.2-A39.4] 
 - du nouveau-né [P36.-] 
 - puerpérale [O85] 
 - streptocoques [A40.-] 
 - syndrome du choc toxique [A48.3] 
 - tularémique [A21.7] 
 - virus de l'herpès [B00.7] 
yersiniose extra-intestinale [A28.2] 
",false,true
A41.4,exclusion,gangrène gazeuse,"gangrène gazeuse [A48.0]
",false,true
A42,exclusion,actinomycétome,"actinomycétome [B47.1]
",false,true
A46,exclusion,érysipèle du post-partum ou puerpéral,"érysipèle du postpartum ou puerpéral [O86.8]
",false,true
A48,exclusion,actinomycétome,"actinomycétome [B47.1]
",false,true
A48.3,exclusion,choc endotoxique SAI,"choc endotoxique SAI [R57.8]
sepsis SAI [A41.9]
",false,true
A48.3,exclusion,septicémie SAI,"choc endotoxique SAI [R57.8]
sepsis SAI [A41.9]
",false,true
A49,exclusion,"agents bactériens, cause de maladies classées dans d'autres chapitres","agents bactériens, cause de maladies classées dans d'autres chapitres [B95-B96]
infection (à) :
 - Chlamydia SAI [A74.9] 
 - méningococcique SAI [A39.9] 
 - rickettsies SAI [A79.9] 
 - spirochètes SAI [A69.9] 
",false,true
A49,exclusion,infection (à) Chlamydia SAI,"agents bactériens, cause de maladies classées dans d'autres chapitres [B95-B96]
infection (à) :
 - Chlamydia SAI [A74.9] 
 - méningococcique SAI [A39.9] 
 - rickettsies SAI [A79.9] 
 - spirochètes SAI [A69.9] 
",false,true
A49,exclusion,infection (à) méningococcique SAI,"agents bactériens, cause de maladies classées dans d'autres chapitres [B95-B96]
infection (à) :
 - Chlamydia SAI [A74.9] 
 - méningococcique SAI [A39.9] 
 - rickettsies SAI [A79.9] 
 - spirochètes SAI [A69.9] 
",false,true
A49,exclusion,infection (à) rickettsies SAI,"agents bactériens, cause de maladies classées dans d'autres chapitres [B95-B96]
infection (à) :
 - Chlamydia SAI [A74.9] 
 - méningococcique SAI [A39.9] 
 - rickettsies SAI [A79.9] 
 - spirochètes SAI [A69.9] 
",false,true
A49,exclusion,infection (à) spirochètes SAI,"agents bactériens, cause de maladies classées dans d'autres chapitres [B95-B96]
infection (à) :
 - Chlamydia SAI [A74.9] 
 - méningococcique SAI [A39.9] 
 - rickettsies SAI [A79.9] 
 - spirochètes SAI [A69.9] 
",false,true
A50-A64,exclusion,maladies dues au virus de l'immunodéficience humaine [VIH],"maladies dues au virus de l'immunodéficience humaine [VIH] [B20-B24]
syndrome de Reiter [M02.3]
urétrite non spécifique et non gonococcique [N34.1]
",false,true
A50-A64,exclusion,syndrome de Reiter,"maladies dues au virus de l'immunodéficience humaine [VIH] [B20-B24]
syndrome de Reiter [M02.3]
urétrite non spécifique et non gonococcique [N34.1]
",false,true
A50-A64,exclusion,urétrite non spécifique et non gonococcique,"maladies dues au virus de l'immunodéficience humaine [VIH] [B20-B24]
syndrome de Reiter [M02.3]
urétrite non spécifique et non gonococcique [N34.1]
",false,true
A50.3,exclusion,triade de Hutchinson,"triade de Hutchinson [A50.5]
",false,true
A50.4,exclusion,triade de Hutchinson,"triade de Hutchinson [A50.5]
",false,true
A53.9,exclusion,syphilis SAI entraînant la mort avant l'âge de deux ans,"syphilis SAI entraînant la mort avant l'âge de deux ans [A50.2]
",false,true
A54.0,exclusion,avec abcès (des) glandes génito-urinaires,"avec abcès (des) :
 - glandes génito-urinaires [A54.1] 
 - périurétral [A54.1] 
",false,true
A54.0,exclusion,avec abcès (des) périurétral,"avec abcès (des) :
 - glandes génito-urinaires [A54.1] 
 - périurétral [A54.1] 
",false,true
A54.2,exclusion,péritonite gonococcique,"péritonite gonococcique [A54.8]
",false,true
A54.8,exclusion,pelvipéritonite gonococcique,"pelvipéritonite gonococcique [A54.2]
",false,true
A56,exclusion,conjonctivite néonatale à Chlamydia,"conjonctivite à Chlamydia du nouveau-né [P39.1]
lymphogranulomatose à Chlamydia [A55]
maladies classées en A74.-
pneumopathie congénitale à Chlamydia [P23.1]
",false,true
A56,exclusion,lymphogranulomatose à Chlamydia,"conjonctivite à Chlamydia du nouveau-né [P39.1]
lymphogranulomatose à Chlamydia [A55]
maladies classées en A74.-
pneumopathie congénitale à Chlamydia [P23.1]
",false,true
A56,exclusion,maladies classées en A74.-,"conjonctivite à Chlamydia du nouveau-né [P39.1]
lymphogranulomatose à Chlamydia [A55]
maladies classées en A74.-
pneumopathie congénitale à Chlamydia [P23.1]
",false,true
A56,exclusion,pneumopathie congénitale à Chlamydia,"conjonctivite à Chlamydia du nouveau-né [P39.1]
lymphogranulomatose à Chlamydia [A55]
maladies classées en A74.-
pneumopathie congénitale à Chlamydia [P23.1]
",false,true
A56,inclusion,infections à Chlamydia trachomatis transmises par voie sexuelle,,true,false
A59,exclusion,trichomonase intestinale,"trichomonase intestinale [A07.8]
",false,true
A63,exclusion,molluscum contagiosum,"molluscum contagiosum [B08.1]
papillome du col de l'utérus [D26.0]
",false,true
A63,exclusion,papillome du col de l'utérus,"molluscum contagiosum [B08.1]
papillome du col de l'utérus [D26.0]
",false,true
A65-A69,exclusion,leptospirose,"leptospirose [A27.-]
syphilis [A50-A53]
",false,true
A65-A69,exclusion,syphilis,"leptospirose [A27.-]
syphilis [A50-A53]
",false,true
A66,inclusion,bouba,"bouba
frambœsia
",false,true
A66,inclusion,framboesia,"bouba
frambœsia
",false,true
A68,exclusion,maladie de Lyme,"maladie de Lyme [A69.2]
",false,true
A68,inclusion,typhus récurrent,,true,false
A71,exclusion,séquelles de trachome,"séquelles de trachome [B94.0]
",false,true
A74,exclusion,conjonctivite néonatale à Chlamydia,"conjonctivite à Chlamydia du nouveau-né [P39.1]
infections à Chlamydia transmises par voie sexuelle [A55-A56]
pneumopathie (à) :
 - Chlamydia [J16.0]   - congénitale [P23.1] 
",false,true
A74,exclusion,infections à Chlamydia transmises par voie sexuelle,"conjonctivite à Chlamydia du nouveau-né [P39.1]
infections à Chlamydia transmises par voie sexuelle [A55-A56]
pneumopathie (à) :
 - Chlamydia [J16.0]   - congénitale [P23.1] 
",false,true
A74,exclusion,pneumopathie (à) Chlamydia,"conjonctivite à Chlamydia du nouveau-né [P39.1]
infections à Chlamydia transmises par voie sexuelle [A55-A56]
pneumopathie (à) :
 - Chlamydia [J16.0]   - congénitale [P23.1] 
",false,true
A74,exclusion,pneumopathie (à) Chlamydia congénitale,"conjonctivite à Chlamydia du nouveau-né [P39.1]
infections à Chlamydia transmises par voie sexuelle [A55-A56]
pneumopathie (à) :
 - Chlamydia [J16.0]   - congénitale [P23.1] 
",false,true
A75,exclusion,rickettsiose due à Ehrlichia sennetsu,"rickettsiose due à Neorickettsia sennetsu [Ehrlichia sennetsu] [A79.8]
",false,true
A80-A89,exclusion,séquelles de encéphalite virale,"séquelles de :
 - encéphalite virale [B94.1] 
 - poliomyélite [B91] 
",false,true
A80-A89,exclusion,séquelles de poliomyélite,"séquelles de :
 - encéphalite virale [B94.1] 
 - poliomyélite [B91] 
",false,true
A81,inclusion,maladies à prions du système nerveux central,,true,false
A83,exclusion,encéphalite équine vénézuélienne,"encéphalite équine vénézuélienne [A92.2]
",false,true
A83,inclusion,méningo-encéphalite à virus transmise par des moustiques,"méningoencéphalite à virus transmise par des moustiques
",false,true
A84,inclusion,méningo-encéphalite virale transmise par des tiques,"méningoencéphalite virale transmise par des tiques
",false,true
A85,exclusion,chorioméningite lymphocytaire,"chorioméningite lymphocytaire [A87.2]
encéphalite (due au virus de) :
 - herpès [Herpes simplex] [B00.4] 
 - morbilleuse [B05.0] 
 - ourlienne [B26.2] 
 - poliomyélite [A80.-] 
 - zostérienne [B02.0] 
encéphalomyélite myalgique [G93.3] 
",false,true
A85,exclusion,encéphalite (due au virus de) herpès [herpes simplex],"chorioméningite lymphocytaire [A87.2]
encéphalite (due au virus de) :
 - herpès [Herpes simplex] [B00.4] 
 - morbilleuse [B05.0] 
 - ourlienne [B26.2] 
 - poliomyélite [A80.-] 
 - zostérienne [B02.0] 
encéphalomyélite myalgique [G93.3] 
",false,true
A85,exclusion,encéphalite (due au virus de) morbilleuse,"chorioméningite lymphocytaire [A87.2]
encéphalite (due au virus de) :
 - herpès [Herpes simplex] [B00.4] 
 - morbilleuse [B05.0] 
 - ourlienne [B26.2] 
 - poliomyélite [A80.-] 
 - zostérienne [B02.0] 
encéphalomyélite myalgique [G93.3] 
",false,true
A85,exclusion,encéphalite (due au virus de) ourlienne,"chorioméningite lymphocytaire [A87.2]
encéphalite (due au virus de) :
 - herpès [Herpes simplex] [B00.4] 
 - morbilleuse [B05.0] 
 - ourlienne [B26.2] 
 - poliomyélite [A80.-] 
 - zostérienne [B02.0] 
encéphalomyélite myalgique [G93.3] 
",false,true
A85,exclusion,encéphalite (due au virus de) poliomyélite,"chorioméningite lymphocytaire [A87.2]
encéphalite (due au virus de) :
 - herpès [Herpes simplex] [B00.4] 
 - morbilleuse [B05.0] 
 - ourlienne [B26.2] 
 - poliomyélite [A80.-] 
 - zostérienne [B02.0] 
encéphalomyélite myalgique [G93.3] 
",false,true
A85,exclusion,encéphalite (due au virus de) zostérienne,"chorioméningite lymphocytaire [A87.2]
encéphalite (due au virus de) :
 - herpès [Herpes simplex] [B00.4] 
 - morbilleuse [B05.0] 
 - ourlienne [B26.2] 
 - poliomyélite [A80.-] 
 - zostérienne [B02.0] 
encéphalomyélite myalgique [G93.3] 
",false,true
A85,exclusion,encéphalomyélite myalgique bénigne,"chorioméningite lymphocytaire [A87.2]
encéphalite (due au virus de) :
 - herpès [Herpes simplex] [B00.4] 
 - morbilleuse [B05.0] 
 - ourlienne [B26.2] 
 - poliomyélite [A80.-] 
 - zostérienne [B02.0] 
encéphalomyélite myalgique [G93.3] 
",false,true
A85,inclusion,encéphalomyélite précisée virale NCA,"encéphalomyélite  précisée virale NCA
méningoencéphalite  précisée virale NCA
",false,true
A85,inclusion,méningo-encéphalite précisée virale NCA,"encéphalomyélite  précisée virale NCA
méningoencéphalite  précisée virale NCA
",false,true
A87,exclusion,méningite (due au virus de) herpès [herpes simplex],"méningite (due au virus de) :
 - herpès [Herpes simplex] [B00.3] 
 - morbilleuse [B05.1] 
 - ourlienne [B26.1] 
 - poliomyélite [A80.-] 
 - zostérienne [B02.1] 
",false,true
A87,exclusion,méningite (due au virus de) morbilleuse,"méningite (due au virus de) :
 - herpès [Herpes simplex] [B00.3] 
 - morbilleuse [B05.1] 
 - ourlienne [B26.1] 
 - poliomyélite [A80.-] 
 - zostérienne [B02.1] 
",false,true
A87,exclusion,méningite (due au virus de) ourlienne,"méningite (due au virus de) :
 - herpès [Herpes simplex] [B00.3] 
 - morbilleuse [B05.1] 
 - ourlienne [B26.1] 
 - poliomyélite [A80.-] 
 - zostérienne [B02.1] 
",false,true
A87,exclusion,méningite (due au virus de) poliomyélite,"méningite (due au virus de) :
 - herpès [Herpes simplex] [B00.3] 
 - morbilleuse [B05.1] 
 - ourlienne [B26.1] 
 - poliomyélite [A80.-] 
 - zostérienne [B02.1] 
",false,true
A87,exclusion,méningite (due au virus de) zostérienne,"méningite (due au virus de) :
 - herpès [Herpes simplex] [B00.3] 
 - morbilleuse [B05.1] 
 - ourlienne [B26.1] 
 - poliomyélite [A80.-] 
 - zostérienne [B02.1] 
",false,true
A88,exclusion,encéphalite virale SAI,"encéphalite virale SAI [A86]
méningite virale SAI [A87.9]
",false,true
A88,exclusion,méningite virale SAI,"encéphalite virale SAI [A86]
méningite virale SAI [A87.9]
",false,true
A92,exclusion,maladie de la Ross River,"maladie de la Ross River [B33.1]
",false,true
A98,exclusion,fièvre hémorragique (de) (due au) Chikungunya,"fièvre hémorragique (à) (de la) :
 - dengue [A97.-] 
 - virus chikungunya [A92.0] 
",false,true
A98,exclusion,fièvre hémorragique (de) (due au) virus de la dengue,"fièvre hémorragique (à) (de la) :
 - dengue [A97.-] 
 - virus chikungunya [A92.0] 
",false,true
B00,exclusion,herpangine,"herpangine [B08.5]
infection :
 - anogénitale par le virus de l'herpès [A60.-] 
 - virale congénitale herpétique [P35.2] 
mononucléose due à herpès virus gamma [B27.0] 
",false,true
B00,exclusion,infection ano-génitale par le virus de l'herpès,"herpangine [B08.5]
infection :
 - anogénitale par le virus de l'herpès [A60.-] 
 - virale congénitale herpétique [P35.2] 
mononucléose due à herpès virus gamma [B27.0] 
",false,true
B00,exclusion,infection virale congénitale herpétique,"herpangine [B08.5]
infection :
 - anogénitale par le virus de l'herpès [A60.-] 
 - virale congénitale herpétique [P35.2] 
mononucléose due à herpès virus gamma [B27.0] 
",false,true
B00,exclusion,mononucléose due à l'herpès virus gamma,"herpangine [B08.5]
infection :
 - anogénitale par le virus de l'herpès [A60.-] 
 - virale congénitale herpétique [P35.2] 
mononucléose due à herpès virus gamma [B27.0] 
",false,true
B05,exclusion,panencéphalite sclérosante subaiguë,"panencéphalite sclérosante subaigüe [A81.1]
",false,true
B06,exclusion,rubéole congénitale,"rubéole congénitale [P35.0]
",false,true
B07,exclusion,condylomes ano-génitaux (vénériens),"condylomes anogénitaux (vénériens) [A63.0]
papillome (de) :
 - col de l'utérus [D26.0] 
 - larynx [D14.1] 
 - vessie [D41.4] 
",false,true
B07,exclusion,papillome (de) col de l'utérus,"condylomes anogénitaux (vénériens) [A63.0]
papillome (de) :
 - col de l'utérus [D26.0] 
 - larynx [D14.1] 
 - vessie [D41.4] 
",false,true
B07,exclusion,papillome (de) larynx,"condylomes anogénitaux (vénériens) [A63.0]
papillome (de) :
 - col de l'utérus [D26.0] 
 - larynx [D14.1] 
 - vessie [D41.4] 
",false,true
B07,exclusion,papillome (de) vessie,"condylomes anogénitaux (vénériens) [A63.0]
papillome (de) :
 - col de l'utérus [D26.0] 
 - larynx [D14.1] 
 - vessie [D41.4] 
",false,true
B08,exclusion,stomatite vésiculaire virale,"stomatite vésiculaire virale [A93.8]
",false,true
B08.0,exclusion,monkeypox,"monkeypox [B04]
",false,true
B15-B19,exclusion,hépatite (à) cytomégalovirus,"hépatite (à) :
 - cytomégalovirus [B25.1] 
 - herpétique [B00.8] 
séquelles d'hépatite virale [B94.2] 
",false,true
B15-B19,exclusion,hépatite (à) herpétique,"hépatite (à) :
 - cytomégalovirus [B25.1] 
 - herpétique [B00.8] 
séquelles d'hépatite virale [B94.2] 
",false,true
B15-B19,exclusion,séquelles d'hépatite virale,"hépatite (à) :
 - cytomégalovirus [B25.1] 
 - herpétique [B00.8] 
séquelles d'hépatite virale [B94.2] 
",false,true
B20,exclusion,syndrome d'infection aiguë par VIH,"syndrome d'infection aigüe par VIH [B23.0]
",false,true
B20-B24,exclusion,infection asymptomatique par le virus de l'immunodéficience humaine [VIH],"infection asymptomatique par le virus de l'immunodéficience humaine [VIH] [Z21]
infection compliquant la grossesse, l’accouchement et la puerpéralité [O98.7]
",false,true
B25,exclusion,infection congénitale à cytomégalovirus,"infection congénitale à cytomégalovirus [P35.1]
mononucléose à cytomégalovirus [B27.1]
",false,true
B25,exclusion,mononucléose à cytomégalovirus,"infection congénitale à cytomégalovirus [P35.1]
mononucléose à cytomégalovirus [B27.1]
",false,true
B26,inclusion,parotidite infectieuse,"parotidite :
 - épidémique
 - infectieuse
",false,true
B26,inclusion,parotidite épidémique,"parotidite :
 - épidémique
 - infectieuse
",false,true
