code,field,owl_value,ofs_value,resolved_to
M91.09,label,"Ostéochondrite juvénile du bassin - "" Siège non précisé """,ostéochondrite juvénile du bassin | siège non précisé,OWL_ANS
M91.10,label,"Ostéochondrite juvénile de la tête du fémur [Legg–Calvé–Perthes] - "" Sièges multiples """,ostéochondrite juvénile de la tête du fémur [Legg-Calvé-Perthes] | sièges multiples,OWL_ANS
M91.11,label,"Ostéochondrite juvénile de la tête du fémur [Legg–Calvé–Perthes] - "" Région scapulaire """,ostéochondrite juvénile de la tête du fémur [Legg-Calvé-Perthes] | région scapulaire,OWL_ANS
M91.12,label,"Ostéochondrite juvénile de la tête du fémur [Legg–Calvé–Perthes] - "" Bras """,ostéochondrite juvénile de la tête du fémur [Legg-Calvé-Perthes] | bras,OWL_ANS
M91.13,label,"Ostéochondrite juvénile de la tête du fémur [Legg–Calvé–Perthes] - "" Avant-bras """,ostéochondrite juvénile de la tête du fémur [Legg-Calvé-Perthes] | avant-bras,OWL_ANS
M91.14,label,"Ostéochondrite juvénile de la tête du fémur [Legg–Calvé–Perthes] - "" Main """,ostéochondrite juvénile de la tête du fémur [Legg-Calvé-Perthes] | main,OWL_ANS
M91.15,label,"Ostéochondrite juvénile de la tête du fémur [Legg–Calvé–Perthes] - "" Région pelvienne et cuisse """,ostéochondrite juvénile de la tête du fémur [Legg-Calvé-Perthes] | région pelvienne et cuisse,OWL_ANS
M91.16,label,"Ostéochondrite juvénile de la tête du fémur [Legg–Calvé–Perthes] - "" Jambe """,ostéochondrite juvénile de la tête du fémur [Legg-Calvé-Perthes] | jambe,OWL_ANS
M91.17,label,"Ostéochondrite juvénile de la tête du fémur [Legg–Calvé–Perthes] - "" Cheville et pied """,ostéochondrite juvénile de la tête du fémur [Legg-Calvé-Perthes] | cheville et pied,OWL_ANS
M91.18,label,"Ostéochondrite juvénile de la tête du fémur [Legg–Calvé–Perthes] - "" Autres """,ostéochondrite juvénile de la tête du fémur [Legg-Calvé-Perthes] | autres,OWL_ANS
M91.19,label,"Ostéochondrite juvénile de la tête du fémur [Legg–Calvé–Perthes] - "" Siège non précisé """,ostéochondrite juvénile de la tête du fémur [Legg-Calvé-Perthes] | siège non précisé,OWL_ANS
M91.20,label,"Coxa plana - "" Sièges multiples """,coxa plana | sièges multiples,OWL_ANS
M91.21,label,"Coxa plana - "" Région scapulaire """,coxa plana | région scapulaire,OWL_ANS
M91.22,label,"Coxa plana - "" Bras """,coxa plana | bras,OWL_ANS
M91.23,label,"Coxa plana - "" Avant-bras """,coxa plana | avant-bras,OWL_ANS
M91.24,label,"Coxa plana - "" Main """,coxa plana | main,OWL_ANS
M91.25,label,"Coxa plana - "" Région pelvienne et cuisse """,coxa plana | région pelvienne et cuisse,OWL_ANS
M91.26,label,"Coxa plana - "" Jambe """,coxa plana | jambe,OWL_ANS
M91.27,label,"Coxa plana - "" Cheville et pied """,coxa plana | cheville et pied,OWL_ANS
M91.28,label,"Coxa plana - "" Autres """,coxa plana | autres,OWL_ANS
M91.29,label,"Coxa plana - "" Siège non précisé """,coxa plana | siège non précisé,OWL_ANS
M91.30,label,"Pseudocoxalgie - "" Sièges multiples """,pseudocoxalgie | sièges multiples,OWL_ANS
M91.31,label,"Pseudocoxalgie - "" Région scapulaire """,pseudocoxalgie | région scapulaire,OWL_ANS
M91.32,label,"Pseudocoxalgie - "" Bras """,pseudocoxalgie | bras,OWL_ANS
M91.33,label,"Pseudocoxalgie - "" Avant-bras """,pseudocoxalgie | avant-bras,OWL_ANS
M91.34,label,"Pseudocoxalgie - "" Main """,pseudocoxalgie | main,OWL_ANS
M91.35,label,"Pseudocoxalgie - "" Région pelvienne et cuisse """,pseudocoxalgie | région pelvienne et cuisse,OWL_ANS
M91.36,label,"Pseudocoxalgie - "" Jambe """,pseudocoxalgie | jambe,OWL_ANS
M91.37,label,"Pseudocoxalgie - "" Cheville et pied """,pseudocoxalgie | cheville et pied,OWL_ANS
M91.38,label,"Pseudocoxalgie - "" Autres """,pseudocoxalgie | autres,OWL_ANS
M91.39,label,"Pseudocoxalgie - "" Siège non précisé """,pseudocoxalgie | siège non précisé,OWL_ANS
M91.80,label,"Autres ostéochondrites juvéniles de la hanche et du bassin - "" Sièges multiples """,autres ostéochondrites juvéniles de la hanche et du bassin | sièges multiples,OWL_ANS
M91.81,label,"Autres ostéochondrites juvéniles de la hanche et du bassin - "" Région scapulaire """,autres ostéochondrites juvéniles de la hanche et du bassin | région scapulaire,OWL_ANS
M91.82,label,"Autres ostéochondrites juvéniles de la hanche et du bassin - "" Bras """,autres ostéochondrites juvéniles de la hanche et du bassin | bras,OWL_ANS
M91.83,label,"Autres ostéochondrites juvéniles de la hanche et du bassin - "" Avant-bras """,autres ostéochondrites juvéniles de la hanche et du bassin | avant-bras,OWL_ANS
M91.84,label,"Autres ostéochondrites juvéniles de la hanche et du bassin - "" Main """,autres ostéochondrites juvéniles de la hanche et du bassin | main,OWL_ANS
M91.85,label,"Autres ostéochondrites juvéniles de la hanche et du bassin - "" Région pelvienne et cuisse """,autres ostéochondrites juvéniles de la hanche et du bassin | région pelvienne et cuisse,OWL_ANS
M91.86,label,"Autres ostéochondrites juvéniles de la hanche et du bassin - "" Jambe """,autres ostéochondrites juvéniles de la hanche et du bassin | jambe,OWL_ANS
M91.87,label,"Autres ostéochondrites juvéniles de la hanche et du bassin - "" Cheville et pied """,autres ostéochondrites juvéniles de la hanche et du bassin | cheville et pied,OWL_ANS
M91.88,label,"Autres ostéochondrites juvéniles de la hanche et du bassin - "" Autres """,autres ostéochondrites juvéniles de la hanche et du bassin | autres,OWL_ANS
M91.89,label,"Autres ostéochondrites juvéniles de la hanche et du bassin - "" Siège non précisé """,autres ostéochondrites juvéniles de la hanche et du bassin | siège non précisé,OWL_ANS
M91.90,label,"Ostéochondrite juvénile de la hanche et du bassin, sans précision - "" Sièges multiples ""","ostéochondrite juvénile de la hanche et du bassin, sans précision | sièges multiples",OWL_ANS
M91.91,label,"Ostéochondrite juvénile de la hanche et du bassin, sans précision - "" Région scapulaire ""","ostéochondrite juvénile de la hanche et du bassin, sans précision | région scapulaire",OWL_ANS
M91.92,label,"Ostéochondrite juvénile de la hanche et du bassin, sans précision - "" Bras ""","ostéochondrite juvénile de la hanche et du bassin, sans précision | bras",OWL_ANS
M91.93,label,"Ostéochondrite juvénile de la hanche et du bassin, sans précision - "" Avant-bras ""","ostéochondrite juvénile de la hanche et du bassin, sans précision | avant-bras",OWL_ANS
M91.94,label,"Ostéochondrite juvénile de la hanche et du bassin, sans précision - "" Main ""","ostéochondrite juvénile de la hanche et du bassin, sans précision | main",OWL_ANS
M91.95,label,"Ostéochondrite juvénile de la hanche et du bassin, sans précision - "" Région pelvienne et cuisse ""","ostéochondrite juvénile de la hanche et du bassin, sans précision | région pelvienne et cuisse",OWL_ANS
M91.96,label,"Ostéochondrite juvénile de la hanche et du bassin, sans précision - "" Jambe ""","ostéochondrite juvénile de la hanche et du bassin, sans précision | jambe",OWL_ANS
M91.97,label,"Ostéochondrite juvénile de la hanche et du bassin, sans précision - "" Cheville et pied ""","ostéochondrite juvénile de la hanche et du bassin, sans précision | cheville et pied",OWL_ANS
M91.98,label,"Ostéochondrite juvénile de la hanche et du bassin, sans précision - "" Autres ""","ostéochondrite juvénile de la hanche et du bassin, sans précision | autres",OWL_ANS
M91.99,label,"Ostéochondrite juvénile de la hanche et du bassin, sans précision - "" Siège non précisé ""","ostéochondrite juvénile de la hanche et du bassin, sans précision | siège non précisé",OWL_ANS
M93.0,label,Épiphysiolyse de la tête fémorale [coxa vara retrorsa] (non traumatique),épiphysiolyse de la tête fémorale [coxa vara retrosa] (non traumatique),OWL_ANS
M94.0,label,Syndrome des articulations chondrocostales [Tietze],syndrome des articulations chondro-costales [Tietze],OWL_ANS
M94.00,label,"Syndrome des articulations chondrocostales [Tietze] - "" Sièges multiples """,syndrome des articulations chondro-costales [Tietze] | sièges multiples,OWL_ANS
M94.01,label,"Syndrome des articulations chondrocostales [Tietze] - "" Région scapulaire """,syndrome des articulations chondro-costales [Tietze] | région scapulaire,OWL_ANS
M94.02,label,"Syndrome des articulations chondrocostales [Tietze] - "" Bras """,syndrome des articulations chondro-costales [Tietze] | bras,OWL_ANS
M94.03,label,"Syndrome des articulations chondrocostales [Tietze] - "" Avant-bras """,syndrome des articulations chondro-costales [Tietze] | avant-bras,OWL_ANS
M94.04,label,"Syndrome des articulations chondrocostales [Tietze] - "" Main """,syndrome des articulations chondro-costales [Tietze] | main,OWL_ANS
M94.05,label,"Syndrome des articulations chondrocostales [Tietze] - "" Région pelvienne et cuisse """,syndrome des articulations chondro-costales [Tietze] | région pelvienne et cuisse,OWL_ANS
M94.06,label,"Syndrome des articulations chondrocostales [Tietze] - "" Jambe """,syndrome des articulations chondro-costales [Tietze] | jambe,OWL_ANS
M94.07,label,"Syndrome des articulations chondrocostales [Tietze] - "" Cheville et pied """,syndrome des articulations chondro-costales [Tietze] | cheville et pied,OWL_ANS
M94.08,label,"Syndrome des articulations chondrocostales [Tietze] - "" Autres """,syndrome des articulations chondro-costales [Tietze] | autres,OWL_ANS
M94.09,label,"Syndrome des articulations chondrocostales [Tietze] - "" Siège non précisé """,syndrome des articulations chondro-costales [Tietze] | siège non précisé,OWL_ANS
M94.10,label,"Polychondrite récidivante - "" Sièges multiples """,polychondrite récidivante | sièges multiples,OWL_ANS
M94.11,label,"Polychondrite récidivante - "" Région scapulaire """,polychondrite récidivante | région scapulaire,OWL_ANS
M94.12,label,"Polychondrite récidivante - "" Bras """,polychondrite récidivante | bras,OWL_ANS
M94.13,label,"Polychondrite récidivante - "" Avant-bras """,polychondrite récidivante | avant-bras,OWL_ANS
M94.14,label,"Polychondrite récidivante - "" Main """,polychondrite récidivante | main,OWL_ANS
M94.15,label,"Polychondrite récidivante - "" Région pelvienne et cuisse """,polychondrite récidivante | région pelvienne et cuisse,OWL_ANS
M94.16,label,"Polychondrite récidivante - "" Jambe """,polychondrite récidivante | jambe,OWL_ANS
M94.17,label,"Polychondrite récidivante - "" Cheville et pied """,polychondrite récidivante | cheville et pied,OWL_ANS
M94.18,label,"Polychondrite récidivante - "" Autres """,polychondrite récidivante | autres,OWL_ANS
M94.19,label,"Polychondrite récidivante - "" Siège non précisé """,polychondrite récidivante | siège non précisé,OWL_ANS
M94.20,label,"Chondromalacie - "" Sièges multiples """,chondromalacie | sièges multiples,OWL_ANS
M94.21,label,"Chondromalacie - "" Région scapulaire """,chondromalacie | région scapulaire,OWL_ANS
M94.22,label,"Chondromalacie - "" Bras """,chondromalacie | bras,OWL_ANS
M94.23,label,"Chondromalacie - "" Avant-bras """,chondromalacie | avant-bras,OWL_ANS
M94.24,label,"Chondromalacie - "" Main """,chondromalacie | main,OWL_ANS
M94.25,label,"Chondromalacie - "" Région pelvienne et cuisse """,chondromalacie | région pelvienne et cuisse,OWL_ANS
M94.26,label,"Chondromalacie - "" Jambe """,chondromalacie | jambe,OWL_ANS
M94.27,label,"Chondromalacie - "" Cheville et pied """,chondromalacie | cheville et pied,OWL_ANS
M94.28,label,"Chondromalacie - "" Autres """,chondromalacie | autres,OWL_ANS
M94.29,label,"Chondromalacie - "" Siège non précisé """,chondromalacie | siège non précisé,OWL_ANS
M94.30,label,"Chondrolyse - "" Sièges multiples """,chondrolyse | sièges multiples,OWL_ANS
M94.31,label,"Chondrolyse - "" Région scapulaire """,chondrolyse | région scapulaire,OWL_ANS
M94.32,label,"Chondrolyse - "" Bras """,chondrolyse | bras,OWL_ANS
M94.33,label,"Chondrolyse - "" Avant-bras """,chondrolyse | avant-bras,OWL_ANS
M94.34,label,"Chondrolyse - "" Main """,chondrolyse | main,OWL_ANS
M94.35,label,"Chondrolyse - "" Région pelvienne et cuisse """,chondrolyse | région pelvienne et cuisse,OWL_ANS
M94.36,label,"Chondrolyse - "" Jambe """,chondrolyse | jambe,OWL_ANS
M94.37,label,"Chondrolyse - "" Cheville et pied """,chondrolyse | cheville et pied,OWL_ANS
M94.38,label,"Chondrolyse - "" Autres """,chondrolyse | autres,OWL_ANS
M94.39,label,"Chondrolyse - "" Siège non précisé """,chondrolyse | siège non précisé,OWL_ANS
M94.80,label,"Autres affections précisées du cartilage - "" Sièges multiples """,autres affections précisées du cartilage | sièges multiples,OWL_ANS
M94.81,label,"Autres affections précisées du cartilage - "" Région scapulaire """,autres affections précisées du cartilage | région scapulaire,OWL_ANS
M94.82,label,"Autres affections précisées du cartilage - "" Bras """,autres affections précisées du cartilage | bras,OWL_ANS
M94.83,label,"Autres affections précisées du cartilage - "" Avant-bras """,autres affections précisées du cartilage | avant-bras,OWL_ANS
M94.84,label,"Autres affections précisées du cartilage - "" Main """,autres affections précisées du cartilage | main,OWL_ANS
M94.85,label,"Autres affections précisées du cartilage - "" Région pelvienne et cuisse """,autres affections précisées du cartilage | région pelvienne et cuisse,OWL_ANS
M94.86,label,"Autres affections précisées du cartilage - "" Jambe """,autres affections précisées du cartilage | jambe,OWL_ANS
M94.87,label,"Autres affections précisées du cartilage - "" Cheville et pied """,autres affections précisées du cartilage | cheville et pied,OWL_ANS
M94.88,label,"Autres affections précisées du cartilage - "" Autres """,autres affections précisées du cartilage | autres,OWL_ANS
M94.89,label,"Autres affections précisées du cartilage - "" Siège non précisé """,autres affections précisées du cartilage | siège non précisé,OWL_ANS
M94.90,label,"Affection du cartilage, sans précision - "" Sièges multiples ""","affection du cartilage, sans précision | sièges multiples",OWL_ANS
M94.91,label,"Affection du cartilage, sans précision - "" Région scapulaire ""","affection du cartilage, sans précision | région scapulaire",OWL_ANS
M94.92,label,"Affection du cartilage, sans précision - "" Bras ""","affection du cartilage, sans précision | bras",OWL_ANS
M94.93,label,"Affection du cartilage, sans précision - "" Avant-bras ""","affection du cartilage, sans précision | avant-bras",OWL_ANS
